ID,Specialty,Theme,Article,German,Vietnamese,Example_DE,Example_VI,Level
"restaurant-eingang","restaurant","gastempfang","der","Eingang","lối vào","Bitte warten Sie kurz am Eingang, ich decke schnell den Tisch.","Xin chờ một chút ở lối vào, tôi dọn bàn ngay.","A2"
"restaurant-empfehlen","restaurant","bestellung","","empfehlen","gợi ý, giới thiệu (món)","Als Fisch empfehle ich Ihnen heute den gebratenen Lachs.","Về món cá, hôm nay tôi giới thiệu cá hồi áp chảo.","B1"
"restaurant-empfehlung","restaurant","bestellung","die","Empfehlung","món được gợi ý","Die Empfehlung des Kochs steht auf der Tafel am Eingang.","Món đầu bếp gợi ý được ghi trên bảng ở lối vào.","B1"
"restaurant-sonderwunsch","restaurant","bestellung","der","Sonderwunsch","yêu cầu đặc biệt","Haben Sie einen Sonderwunsch, zum Beispiel ohne Zwiebeln?","Quý khách có yêu cầu đặc biệt nào không, ví dụ không hành?","B2"
"restaurant-portion","restaurant","bestellung","die","Portion","phần ăn","Möchten Sie eine kleine oder eine große Portion Nudeln?","Quý khách muốn phần mì nhỏ hay lớn?","A2"
"restaurant-bestellen","restaurant","bestellung","","bestellen","gọi món, đặt món","Möchten Sie schon bestellen oder brauchen Sie noch etwas Zeit?","Quý khách muốn gọi món chưa hay cần thêm chút thời gian?","A2"
"restaurant-auswahl","restaurant","bestellung","die","Auswahl","sự lựa chọn, thực đơn đa dạng","Wir haben eine große Auswahl an vegetarischen Gerichten.","Chúng tôi có nhiều lựa chọn món chay.","B1"
"restaurant-teller","restaurant","service","der","Teller","cái đĩa","Vorsicht, der Teller ist sehr heiß.","Cẩn thận, cái đĩa rất nóng.","A2"
"restaurant-serviette","restaurant","service","die","Serviette","khăn ăn","Ich lege Ihnen noch eine frische Serviette hin.","Tôi đặt thêm cho quý khách một chiếc khăn ăn sạch.","A2"
"restaurant-tischdecke","restaurant","service","die","Tischdecke","khăn trải bàn","Nach dem Essen wechseln wir die Tischdecke für die nächsten Gäste.","Sau bữa ăn, chúng tôi thay khăn trải bàn cho khách tiếp theo.","B1"
"restaurant-gedeck","restaurant","service","das","Gedeck","bộ đồ ăn dọn sẵn cho một người","Für vier Personen decke ich vier Gedecke am Tisch.","Cho bốn người, tôi bày bốn bộ đồ ăn trên bàn.","B2"
"restaurant-auftragen","restaurant","service","","auftragen","mang món ăn ra bàn","Die warmen Speisen tragen wir immer zuerst auf.","Chúng tôi luôn mang món nóng ra trước.","B2"
"restaurant-nachschenken","restaurant","service","","nachschenken","rót thêm","Darf ich Ihnen noch etwas Wasser nachschenken?","Tôi rót thêm chút nước cho quý khách nhé?","B1"
"restaurant-kerze","restaurant","service","die","Kerze","cây nến","Am Abend zünden wir an jedem Tisch eine Kerze an.","Buổi tối chúng tôi thắp một cây nến ở mỗi bàn.","A2"
"restaurant-untersetzer","restaurant","service","der","Untersetzer","miếng lót ly/nồi","Stellen Sie das heiße Glas bitte auf den Untersetzer.","Xin đặt ly nóng lên miếng lót.","B2"
"restaurant-sprudelwasser","restaurant","getraenke","das","Sprudelwasser","nước có ga","Möchten Sie Sprudelwasser oder lieber Leitungswasser?","Quý khách muốn nước có ga hay nước máy?","A2"
"restaurant-weisswein","restaurant","getraenke","der","Weißwein","rượu vang trắng","Zum Fisch passt ein trockener Weißwein sehr gut.","Với món cá, rượu vang trắng khô rất hợp.","B1"
"restaurant-rotwein","restaurant","getraenke","der","Rotwein","rượu vang đỏ","Den Rotwein servieren wir bei Zimmertemperatur.","Rượu vang đỏ chúng tôi phục vụ ở nhiệt độ phòng.","B1"
"restaurant-weinkarte","restaurant","getraenke","die","Weinkarte","danh mục rượu vang","Auf der Weinkarte finden Sie Weine aus der ganzen Region.","Trong danh mục rượu, quý khách sẽ thấy rượu từ khắp vùng.","B1"
"restaurant-schorle","restaurant","getraenke","die","Schorle","đồ uống pha nước ép hoặc vang với nước có ga","Eine Apfelschorle ist an heißen Tagen sehr beliebt.","Nước táo pha ga rất được ưa chuộng vào những ngày nóng.","B1"
"restaurant-sekt","restaurant","getraenke","der","Sekt","rượu vang sủi (Đức)","Zur Feier bringe ich Ihnen ein Glas Sekt.","Nhân dịp lễ, tôi mang cho quý khách một ly vang sủi.","B1"
"restaurant-krug","restaurant","getraenke","der","Krug","bình (đựng nước, bia)","Ich stelle Ihnen einen Krug Wasser auf den Tisch.","Tôi đặt lên bàn quý khách một bình nước.","A2"
"restaurant-aperitif","restaurant","getraenke","der","Aperitif","đồ uống khai vị","Möchten Sie vor dem Essen einen Aperitif trinken?","Quý khách có muốn dùng đồ uống khai vị trước bữa ăn không?","B2"
"restaurant-bezahlen","restaurant","abrechnung","","bezahlen","thanh toán, trả tiền","Möchten Sie zusammen oder getrennt bezahlen?","Quý khách muốn thanh toán chung hay riêng?","A2"
"restaurant-quittung","restaurant","abrechnung","die","Quittung","biên lai","Brauchen Sie eine Quittung für das Finanzamt?","Quý khách có cần biên lai cho cơ quan thuế không?","B1"
"restaurant-wechselgeld","restaurant","abrechnung","das","Wechselgeld","tiền thối lại","Einen Moment, ich hole Ihnen das Wechselgeld.","Chờ một chút, tôi lấy tiền thối cho quý khách.","A2"
"restaurant-barzahlung","restaurant","abrechnung","die","Barzahlung","thanh toán bằng tiền mặt","Bei Barzahlung runden wir den Betrag gern ab.","Khi trả bằng tiền mặt, chúng tôi sẵn lòng làm tròn số.","B2"
"restaurant-kreditkarte","restaurant","abrechnung","die","Kreditkarte","thẻ tín dụng","Wir nehmen Bargeld und alle gängigen Kreditkarten.","Chúng tôi nhận tiền mặt và mọi loại thẻ tín dụng phổ biến.","A2"
"restaurant-kartenlesegeraet","restaurant","abrechnung","das","Kartenlesegerät","máy quẹt thẻ","Bitte halten Sie Ihre Karte an das Kartenlesegerät.","Xin đưa thẻ của quý khách gần máy quẹt thẻ.","B2"
"restaurant-beschwerde","restaurant","abrechnung","die","Beschwerde","lời phàn nàn","Wir nehmen jede Beschwerde ernst und entschuldigen uns.","Chúng tôi xem trọng mọi lời phàn nàn và xin lỗi.","B2"
"pflege-medikation-medikament","pflege","medikation","das","Medikament","thuốc","Dieses Medikament muss nach dem Frühstück eingenommen werden.","Thuốc này phải được uống sau bữa sáng.","A2"
"pflege-medikation-dosierung","pflege","medikation","die","Dosierung","liều lượng","Bitte kontrollieren Sie vor der Gabe noch einmal die Dosierung.","Vui lòng kiểm tra lại liều lượng trước khi cho dùng thuốc.","B1"
"pflege-medikation-nebenwirkung","pflege","medikation","die","Nebenwirkung","tác dụng phụ","Müdigkeit kann eine Nebenwirkung dieses Medikaments sein.","Mệt mỏi có thể là tác dụng phụ của thuốc này.","B1"
"pflege-medikation-verordnung","pflege","medikation","die","Verordnung","chỉ định, đơn thuốc","Die Pflegekraft prüft die ärztliche Verordnung.","Điều dưỡng kiểm tra chỉ định của bác sĩ.","B2"
"pflege-medikation-verabreichen","pflege","medikation","","verabreichen","cho dùng thuốc","Ich darf das Schmerzmittel nur nach ärztlicher Anordnung verabreichen.","Tôi chỉ được cho dùng thuốc giảm đau theo chỉ định của bác sĩ.","B2"
"pflege-medikation-augentropfen","pflege","medikation","die","Augentropfen","thuốc nhỏ mắt","Der Bewohner bekommt morgens und abends Augentropfen.","Cư dân được nhỏ thuốc mắt vào buổi sáng và buổi tối.","B1"
"pflege-medikation-salbe","pflege","medikation","die","Salbe","thuốc mỡ","Tragen Sie die Salbe dünn auf die gerötete Haut auf.","Hãy bôi một lớp mỏng thuốc mỡ lên vùng da bị đỏ.","A2"
"pflege-medikation-bedarfsmedikation","pflege","medikation","die","Bedarfsmedikation","thuốc dùng khi cần","Die Bedarfsmedikation wird nur bei starken Schmerzen gegeben.","Thuốc dùng khi cần chỉ được cho khi đau nhiều.","B2"
"pflege-notfall-vitalzeichen","pflege","notfall","die","Vitalzeichen","dấu hiệu sinh tồn","Nach dem Sturz kontrolliere ich sofort die Vitalzeichen.","Sau khi bệnh nhân ngã, tôi kiểm tra ngay các dấu hiệu sinh tồn.","B1"
"pflege-notfall-notruf","pflege","notfall","der","Notruf","cuộc gọi cấp cứu","Bei akuter Atemnot setzen wir sofort einen Notruf ab.","Khi khó thở cấp tính, chúng tôi gọi cấp cứu ngay.","B1"
"pflege-notfall-bewusstlosigkeit","pflege","notfall","die","Bewusstlosigkeit","tình trạng bất tỉnh","Bei Bewusstlosigkeit prüfe ich zuerst die Atmung.","Khi bệnh nhân bất tỉnh, trước tiên tôi kiểm tra nhịp thở.","B2"
"pflege-notfall-seitenlage","pflege","notfall","die","stabile Seitenlage","tư thế nằm nghiêng an toàn","Die bewusstlose Person wird in die stabile Seitenlage gebracht.","Người bất tỉnh được đặt vào tư thế nằm nghiêng an toàn.","B2"
"pflege-notfall-wiederbelebung","pflege","notfall","die","Wiederbelebung","hồi sức tim phổi","Die Wiederbelebung beginnt sofort nach dem Kreislaufstillstand.","Việc hồi sức bắt đầu ngay khi tuần hoàn ngừng hoạt động.","B2"
"pflege-notfall-sturzprotokoll","pflege","notfall","das","Sturzprotokoll","biên bản sự cố ngã","Nach dem Vorfall fülle ich ein Sturzprotokoll aus.","Sau sự cố, tôi điền biên bản sự cố ngã.","B2"
"pflege-notfall-schichtbericht","pflege","notfall","der","Schichtbericht","báo cáo ca trực","Alle Veränderungen werden im Schichtbericht dokumentiert.","Mọi thay đổi đều được ghi lại trong báo cáo ca trực.","B1"
"pflege-notfall-notfallwagen","pflege","notfall","der","Notfallwagen","xe đẩy cấp cứu","Der Notfallwagen muss immer vollständig und einsatzbereit sein.","Xe đẩy cấp cứu phải luôn đầy đủ và sẵn sàng sử dụng.","B2"
"koch-warenlagerung-wareneingang","koch","warenlagerung","der","Wareneingang","khu, quy trình nhận hàng","Beim Wareneingang kontrollieren wir Menge, Qualität und Temperatur.","Khi nhận hàng, chúng tôi kiểm tra số lượng, chất lượng và nhiệt độ.","B2"
"koch-warenlagerung-lieferschein","koch","warenlagerung","der","Lieferschein","phiếu giao hàng","Vergleiche die gelieferte Ware mit dem Lieferschein.","Hãy đối chiếu hàng được giao với phiếu giao hàng.","B1"
"koch-warenlagerung-lagertemperatur","koch","warenlagerung","die","Lagertemperatur","nhiệt độ bảo quản","Die Lagertemperatur im Kühlhaus wird täglich dokumentiert.","Nhiệt độ bảo quản trong kho lạnh được ghi lại hằng ngày.","B2"
"koch-warenlagerung-verbrauchsdatum","koch","warenlagerung","das","Verbrauchsdatum","hạn sử dụng","Fleisch darf nach dem Verbrauchsdatum nicht mehr verwendet werden.","Thịt không được sử dụng sau hạn dùng.","B2"
"koch-warenlagerung-trockenlager","koch","warenlagerung","das","Trockenlager","kho khô","Mehl und Reis lagern wir trocken und gut verschlossen im Trockenlager.","Bột và gạo được bảo quản khô, đóng kín trong kho khô.","B1"
"koch-warenlagerung-tiefkuehlware","koch","warenlagerung","die","Tiefkühlware","thực phẩm đông lạnh","Tiefkühlware muss sofort bei minus achtzehn Grad gelagert werden.","Thực phẩm đông lạnh phải được bảo quản ngay ở âm mười tám độ.","B1"
"koch-warenlagerung-auftauen","koch","warenlagerung","","auftauen","rã đông","Geflügel muss abgedeckt im Kühlschrank auftauen.","Thịt gia cầm phải được đậy kín và rã đông trong tủ lạnh.","B1"
"koch-warenlagerung-kennzeichnen","koch","warenlagerung","","kennzeichnen","dán nhãn, đánh dấu","Kennzeichne jeden geöffneten Behälter mit Datum und Inhalt.","Hãy dán nhãn ngày và nội dung lên mỗi hộp đã mở.","B1"
"koch-arbeitsorganisation-mise-en-place","koch","arbeitsorganisation","das","Mise en Place","chuẩn bị nguyên liệu và dụng cụ trước ca","Ein gutes Mise en Place sorgt für einen ruhigen Service.","Khâu chuẩn bị tốt giúp ca phục vụ diễn ra trôi chảy.","B2"
"koch-arbeitsorganisation-arbeitsplan","koch","arbeitsorganisation","der","Arbeitsplan","kế hoạch làm việc","Im Arbeitsplan steht, wer heute welchen Posten übernimmt.","Kế hoạch làm việc ghi rõ hôm nay ai phụ trách vị trí nào.","B1"
"koch-arbeitsorganisation-kuechenbrigade","koch","arbeitsorganisation","die","Küchenbrigade","đội ngũ bếp","Die Küchenbrigade bespricht vor dem Service das Tagesmenü.","Đội ngũ bếp trao đổi thực đơn trong ngày trước giờ phục vụ.","B2"
"koch-arbeitsorganisation-chef-de-partie","koch","arbeitsorganisation","der","Chef de Partie","bếp trưởng phụ trách một khu vực","Der Chef de Partie kontrolliert alle Gerichte seines Postens.","Bếp trưởng bộ phận kiểm tra mọi món ăn tại khu vực mình phụ trách.","B2"
"koch-arbeitsorganisation-vorbereitung","koch","arbeitsorganisation","die","Vorbereitung","công việc chuẩn bị","Die Vorbereitung für das Abendgeschäft beginnt am Nachmittag.","Công việc chuẩn bị cho ca tối bắt đầu vào buổi chiều.","A2"
"koch-arbeitsorganisation-zeitmanagement","koch","arbeitsorganisation","das","Zeitmanagement","quản lý thời gian","Gutes Zeitmanagement verhindert lange Wartezeiten für die Gäste.","Quản lý thời gian tốt giúp khách không phải chờ lâu.","B2"
"koch-arbeitsorganisation-produktionsplan","koch","arbeitsorganisation","der","Produktionsplan","kế hoạch chế biến","Der Produktionsplan zeigt die benötigten Mengen für das Bankett.","Kế hoạch chế biến cho biết số lượng cần thiết cho buổi tiệc.","B2"
"koch-arbeitsorganisation-kuechenordnung","koch","arbeitsorganisation","die","Küchenordnung","nội quy nhà bếp","Alle Mitarbeitenden müssen die Küchenordnung einhalten.","Tất cả nhân viên phải tuân thủ nội quy nhà bếp.","B1"
"restaurant-allergene-allergen","restaurant","allergene","das","Allergen","chất gây dị ứng","Die Speisekarte kennzeichnet jedes enthaltene Allergen.","Thực đơn đánh dấu từng chất gây dị ứng có trong món ăn.","B2"
"restaurant-allergene-glutenfrei","restaurant","allergene","","glutenfrei","không chứa gluten","Auf Wunsch servieren wir das Gericht auch glutenfrei.","Theo yêu cầu, chúng tôi cũng phục vụ món này không chứa gluten.","B1"
"restaurant-allergene-laktosefrei","restaurant","allergene","","laktosefrei","không chứa lactose","Für den Kaffee bieten wir laktosefreie Milch an.","Chúng tôi có sữa không lactose dùng với cà phê.","B1"
"restaurant-allergene-vegan","restaurant","allergene","","vegan","thuần chay","Das vegane Menü enthält keine tierischen Produkte.","Thực đơn thuần chay không chứa sản phẩm từ động vật.","A2"
"restaurant-allergene-unvertraeglichkeit","restaurant","allergene","die","Unverträglichkeit","tình trạng không dung nạp thực phẩm","Bitte informieren Sie uns über jede Unverträglichkeit.","Vui lòng thông báo cho chúng tôi về mọi tình trạng không dung nạp thực phẩm.","B2"
"restaurant-allergene-nussallergie","restaurant","allergene","die","Nussallergie","dị ứng các loại hạt","Der Gast mit Nussallergie braucht ein separat zubereitetes Dessert.","Khách bị dị ứng hạt cần món tráng miệng được chuẩn bị riêng.","B1"
